region,annotation,x,y,cell_name,SampleSize,KCNQ3_GSS
DG,Glu Neu,1617.30899729176,16542.1072299535,Cell_41488,1002081,1.787109375
CA1,Glu Neu,3231.36574620156,17287.848345421,Cell_41489,1002081,2.20703125
FT,Olig,3536.28614314508,17426.5910984851,Cell_41491,1002081,0.0
Cortex,Glu Neu,4873.79163171926,18038.8990831088,Cell_41492,1002081,2.52734375
Midb,Astr,-456.383524374262,15594.3686976639,Cell_41493,1002081,1.75
Midb,Olig,106.191050529675,15850.1769220658,Cell_41494,1002081,0.0
Midb,GABA Neu,546.014499149156,16061.7905653983,Cell_41495,1002081,0.0
Midb,Olig,766.592279740888,16154.1509611815,Cell_41496,1002081,0.0
Midb,Astr,1242.96555671534,16374.8260639562,Cell_41497,1002081,0.0
DG,Olig,1526.2212239563,16508.0335223656,Cell_41498,1002081,0.0
DG,GN DG,1846.51881449947,16651.6282767692,Cell_41499,1002081,3.453125
CAA,Glu Neu,4168.33625771744,9204.59069391997,Cell_415,1002081,1.8583984375
DG,Glu Neu,1913.85750412023,16684.7115184507,Cell_41500,1002081,0.0
SL/R CA1,Astr,2552.02668453681,16979.5896240578,Cell_41501,1002081,1.87109375
CA1,Glu Neu,2888.61043442931,17128.4532506034,Cell_41502,1002081,2.1015625
CA1,Glu Neu,3022.8709428684,17195.5286997162,Cell_41503,1002081,2.119140625
FT,Olig,3670.81307409696,17488.2879772446,Cell_41504,1002081,0.0
Cortex,Unknown,4491.26749939577,17867.8660798897,Cell_41505,1002081,1.8203125
Cortex,Mic,4750.66438471073,17983.5304905305,Cell_41506,1002081,0.0
Cortex,GN DG,5272.41072502411,18222.8143311249,Cell_41507,1002081,2.138671875
Cortex,Astr,5563.87528206673,18400.4921631354,Cell_41508,1002081,0.0
Midb,GABA Neu,-572.959950773035,15547.5052064571,Cell_41509,1002081,0.0
Midb,Glu Neu,-482.934729482814,15589.8928170485,Cell_41510,1002081,0.0
Midb,Glu Neu,-343.596547269759,15648.2954794669,Cell_41511,1002081,1.841796875
Midb,Unknown,420.994096496452,16003.3534289134,Cell_41513,1002081,0.0
Midb,GABA Neu,910.509764768785,16228.9557571724,Cell_41514,1002081,0.0
DG,GN DG,1822.31838591586,16637.2289970522,Cell_41516,1002081,2.833984375
SL/R CA1,Unknown,2620.54076242004,17007.7111661886,Cell_41517,1002081,0.0
Cortex,Glu Neu,3795.90870089448,17548.9599160313,Cell_41518,1002081,1.787109375
Cortex,Unknown,3957.66385425827,17635.2458961223,Cell_41519,1002081,1.75
Midb,Olig,-431.540552553774,15614.5634185366,Cell_41520,1002081,0.0
Midb,Olig,-74.6586595891577,15781.5374119427,Cell_41521,1002081,0.0
DG,GN DG,1591.77959415011,16541.4004235931,Cell_41523,1002081,2.833984375
FT,Olig,3513.56199940321,17416.1693284244,Cell_41524,1002081,0.0
Cortex,Unknown,3834.9942281305,17566.8853605358,Cell_41525,1002081,1.75
Midb,Unknown,-1533.35748944937,15104.8464013888,Cell_41526,1002081,0.0
Midb,Olig,-1235.55837021362,15244.7237926371,Cell_41527,1002081,0.0
Midb,GABA Neu,-953.136444577525,15379.7491825458,Cell_41528,1002081,0.0
Midb,GABA Neu,-883.638176799805,15410.5223977807,Cell_41529,1002081,0.0
Midb,Mic,465.191771572908,16026.9238662839,Cell_41530,1002081,0.0
Midb,GABA Neu,513.783827108106,16048.109053063,Cell_41531,1002081,0.0
Midb,Astr,719.626957337059,16141.4128886623,Cell_41532,1002081,1.8203125
DG,GN DG,1659.42231835607,16570.2224960723,Cell_41533,1002081,2.109375
DG,GN DG,1759.82542162274,16615.1693185899,Cell_41534,1002081,2.283203125
SL/R CA1,Astr,2050.42803900591,16753.9465457205,Cell_41535,1002081,0.0
SL/R CA1,Astr,2199.5736460974,16824.5481596206,Cell_41536,1002081,1.8037109375
Cortex,Glu Neu,3764.32057209031,17541.0738448516,Cell_41537,1002081,1.7626953125
Cortex,Glu Neu,4122.79472411983,17702.1771729573,Cell_41538,1002081,2.29296875
Cortex,Astr,4297.75025589307,17788.4662910542,Cell_41539,1002081,1.9541015625
Cortex,Astr,4369.95818388658,17813.3312289162,Cell_41540,1002081,0.0
Midb,Astr,-604.510467504799,15540.7365364283,Cell_41541,1002081,0.0
Midb,Glu Neu,263.818245947513,15933.469582395,Cell_41542,1002081,0.0
DG,Glu Neu,1636.6981746142,16559.8007260116,Cell_41543,1002081,1.7587890625
DG,GN DG,1726.00249051679,16607.358471555,Cell_41544,1002081,2.044921875
DG,GN DG,1780.04834055004,16631.0448831487,Cell_41545,1002081,3.05859375
SL/R CA1,End,2684.61970976618,17050.3009361693,Cell_41546,1002081,0.0
FT,Olig,3321.80470028827,17342.5273686722,Cell_41547,1002081,1.8330078125
Cortex,Olig,4045.83353197673,17675.6823639579,Cell_41548,1002081,0.0
Midb,Olig,-409.158055469516,15628.1289566488,Cell_41549,1002081,0.0
Midb,Astr,-249.788152697144,15710.020556281,Cell_41550,1002081,0.0
Midb,Olig,124.746486247255,15869.6883496233,Cell_41551,1002081,0.0
Midb,Olig,741.476609395726,16165.735567481,Cell_41552,1002081,0.0
Midb,Astr,993.376096278832,16271.3606047971,Cell_41553,1002081,0.0
FT,Olig,3580.21739570874,17455.5401062088,Cell_41554,1002081,0.0
Cortex,Glu Neu,5013.73160709085,18115.1801639415,Cell_41555,1002081,3.66015625
Cortex,Glu Neu,5199.72793911659,18203.7824464909,Cell_41556,1002081,2.134765625
Midb,Glu Neu,-1069.82570719352,15329.5334878863,Cell_41557,1002081,0.0
Midb,Astr,-300.499036310958,15679.06241869,Cell_41558,1002081,0.0
Midb,Ery,5.40555052704894,15820.4568448583,Cell_41559,1002081,0.0
CA1,Mic,2575.82163628431,9776.80934139812,Cell_4156,1002081,0.0
SL/R CA1,Olig,2265.66172331088,16860.3582985512,Cell_41561,1002081,0.0
Midb,Ery,-1296.15817886257,15225.7326580814,Cell_41562,1002081,0.0
Midb,Astr,-770.625527260853,15471.1535864891,Cell_41563,1002081,0.0
Midb,GABA Neu,-125.335069136501,15764.897053912,Cell_41564,1002081,0.0
Midb,GABA Neu,1025.6819924647,16287.2769194342,Cell_41565,1002081,0.0
DG,GABA Neu,1565.34122525879,16540.2767464304,Cell_41566,1002081,0.0
SL/R CA1,Astr,1928.43543018149,16705.69923085,Cell_41567,1002081,0.0
SL/R CA1,Astr,2228.39412757421,16843.2665956516,Cell_41568,1002081,1.8115234375
CA1,Glu Neu,2898.45233337423,17154.9699816455,Cell_41569,1002081,2.26171875
PAN,Glu Neu,2977.92614429823,9957.92246802038,Cell_4157,1002081,0.0
CA1,Glu Neu,3063.39200486781,17229.5146311355,Cell_41570,1002081,2.505859375
Cortex,Glu Neu,4800.91764744376,18027.4805711298,Cell_41571,1002081,2.19140625
Midb,Unknown,-1152.54159041394,15291.5982448653,Cell_41572,1002081,0.0
Midb,Astr,811.050101318263,16198.7435850177,Cell_41573,1002081,0.0
Midb,Unknown,1065.48528708242,16313.2326073961,Cell_41574,1002081,0.0
Midb,GABA Neu,1100.17643385969,16333.543302492,Cell_41575,1002081,0.0
DG,GN DG,1817.46638457634,16652.6061906518,Cell_41576,1002081,3.173828125
CA1,Astr,3042.48579262529,17219.9266026796,Cell_41577,1002081,0.0
CA1,Glu Neu,3102.40230795902,17245.2052733382,Cell_41578,1002081,2.0390625
Cortex,Glu Neu,5143.52251092638,18182.4060613438,Cell_41579,1002081,2.779296875
PAN,Glu Neu,3618.28937693824,10264.8083267412,Cell_4158,1002081,1.7421875
Ependymal,Epe,1394.03879351748,16462.8140013234,Cell_41580,1002081,0.0
DG,Glu Neu,1617.07704884544,16561.8035798671,Cell_41581,1002081,0.0
DG,GN DG,1686.72576491279,16597.0463997056,Cell_41582,1002081,2.181640625
FT,Olig,3493.02563187289,17444.1560682963,Cell_41583,1002081,0.0
Cortex,Olig,4219.17956765184,17760.6832575751,Cell_41584,1002081,1.74609375
Cortex,GABA Neu,4762.81631010223,18012.2067997296,Cell_41585,1002081,0.0
Cortex,Glu Neu,4895.29963712032,18066.3655299789,Cell_41586,1002081,2.2578125
Cortex,GABA Neu,5169.12400020691,18198.5480484154,Cell_41587,1002081,0.0
Midb,Astr,765.601813834519,16177.9000448962,Cell_41588,1002081,0.0
Midb,GABA Neu,972.162711445168,16279.234123953,Cell_41589,1002081,0.0
PAN,Mic,3711.32829302946,10297.0264907574,Cell_4159,1002081,0.0
DG,Glu Neu,1857.61132585167,16675.4181105623,Cell_41590,1002081,0.0
SL/R CA1,Mic,2384.05294320306,16921.2559097723,Cell_41591,1002081,0.0
CA1,Unknown,3248.2881727759,17325.3134155375,Cell_41592,1002081,0.0
Cortex,Glu Neu,4424.75627536799,17859.3656635277,Cell_41593,1002081,1.845703125
Cortex,Unknown,5254.64200482116,18239.9687061456,Cell_41594,1002081,1.74609375
Midb,Olig,45.3592934343969,15850.8821374237,Cell_41595,1002081,0.0
DG,Glu Neu,1754.13967867836,16632.3644436889,Cell_41596,1002081,0.0
DG,GN DG,1796.78584476827,16649.7225691013,Cell_41597,1002081,2.921875
SL/R CA1,Astr,2086.40427225694,16785.8481231276,Cell_41598,1002081,0.0
CA1,GABA Neu,2926.24787487819,17183.1197218308,Cell_41599,1002081,2.41796875
CAA,GABA Neu,4337.74553381458,9278.98489512035,Cell_416,1002081,0.0
FT,GABA Neu,3813.07446988147,10348.6401081078,Cell_4160,1002081,0.0
CA1,Glu Neu,3174.58672290741,17289.312078239,Cell_41600,1002081,2.1015625
Cortex,Glu Neu,3771.01870298377,17567.2489292361,Cell_41601,1002081,1.787109375
Cortex,Astr,3893.57863090025,17619.0568829605,Cell_41602,1002081,1.7587890625
Cortex,Olig,4138.84893502283,17727.1423950128,Cell_41603,1002081,0.0
Cortex,Glu Neu,4460.43161203976,17882.3280317278,Cell_41604,1002081,2.349609375
Midb,Unknown,-1024.91026473537,15361.1341687142,Cell_41606,1002081,0.0
Midb,GABA Neu,103.909222137672,15888.7358802881,Cell_41607,1002081,0.0
Midb,Olig,211.016732309676,15933.4570303712,Cell_41608,1002081,0.0
PAN,Glu Neu,4103.10976817257,10483.8566963845,Cell_4161,1002081,2.607421875
DG,Glu Neu,1832.19475892724,16678.0635076546,Cell_41610,1002081,1.849609375
SL/R CA1,Unknown,2717.37695082095,17079.6260646171,Cell_41611,1002081,0.0
Cortex,End,3728.90538191946,17539.1336631172,Cell_41612,1002081,1.9189453125
Cortex,GABA Neu,4850.03627199268,18064.3093740213,Cell_41613,1002081,2.109375
Midb,GABA Neu,-800.245276276042,15468.5708615178,Cell_41615,1002081,0.0
Midb,Astr,175.642292217172,15919.4338713782,Cell_41616,1002081,0.0
DG,Glu Neu,1593.55363756518,16567.517520866,Cell_41617,1002081,0.0
DG,Glu Neu,1628.09433605282,16583.3586113583,Cell_41618,1002081,1.7998046875
DG,Mic,2164.53457665064,16833.7819893951,Cell_41619,1002081,0.0
Cortex,Glu Neu,5347.75030199028,11049.1742545569,Cell_4162,1002081,2.1875
Cortex,Glu Neu,3834.98795211863,17593.2861173547,Cell_41620,1002081,2.154296875
Cortex,Glu Neu,3921.45253455496,17636.2410470381,Cell_41621,1002081,2.9609375
Cortex,Glu Neu,4328.13948338966,17820.5559288234,Cell_41622,1002081,2.671875
Cortex,Glu Neu,5306.86992335506,18262.8213761343,Cell_41623,1002081,1.9140625
Midb,GABA Neu,-818.499815414356,15457.9986431674,Cell_41625,1002081,0.0
Midb,GABA Neu,254.117381274416,15951.0235911848,Cell_41627,1002081,0.0
Midb,Olig,711.631187946087,16156.4484356044,Cell_41628,1002081,0.0
Midb,Olig,917.207895662245,16255.1308415569,Cell_41629,1002081,0.0
Cortex,Glu Neu,7170.00095765398,11878.2958065221,Cell_4163,1002081,1.734375
Ependymal,Epe,1304.35208087893,16430.48300109,Cell_41630,1002081,0.0
SL/R CA1,Astr,2648.93809708253,17053.7393247881,Cell_41632,1002081,1.8203125
CA1,Glu Neu,3120.34967450619,17273.2390393003,Cell_41634,1002081,2.16796875
Cortex,End,4561.17636196404,17924.1310861938,Cell_41635,1002081,1.794921875
Cortex,GABA Neu,5331.41199859628,18274.0768877999,Cell_41636,1002081,1.9140625
Midb,Olig,-440.786934352033,15632.3258627277,Cell_41637,1002081,0.0
Midb,Glu Neu,473.933506400167,16060.6370991786,Cell_41638,1002081,0.0
DG,Unknown,1659.68246485699,16591.244682538,Cell_41639,1002081,1.8544921875
SL/R CA1,End,2275.8452689134,16883.7312615418,Cell_41640,1002081,0.0
CA1,GABA Neu,2802.8949554352,17121.0467223472,Cell_41641,1002081,1.8330078125
CA1,Unknown,3021.95570110685,17221.5125857326,Cell_41644,1002081,1.892578125
Cortex,Glu Neu,4105.25167635133,17726.0359548833,Cell_41645,1002081,2.29296875
Cortex,Glu Neu,5100.00185315327,18178.9488446894,Cell_41646,1002081,2.865234375
Cortex,Astr,5383.86558956463,18303.6339646941,Cell_41647,1002081,0.0
Midb,Olig,-1642.70607793503,15086.6012322695,Cell_41649,1002081,0.0
Midb,Astr,-1570.97300785553,15117.2992233596,Cell_41650,1002081,0.0
Midb,Glu Neu,386.939216944174,16015.2389317921,Cell_41651,1002081,0.0
Midb,Glu Neu,625.806010740689,16132.489325486,Cell_41652,1002081,0.0
Midb,Olig,944.661790508594,16286.4243497937,Cell_41653,1002081,0.0
Midb,Olig,1021.96462930931,16309.7753907416,Cell_41654,1002081,0.0
CA1,Unknown,2824.02684011217,17137.3391577084,Cell_41656,1002081,1.7265625
FT,GABA Neu,3339.21922180985,17381.3182753408,Cell_41657,1002081,0.0
Cortex,Unknown,4231.93328620188,17807.2379851884,Cell_41658,1002081,0.0
Cortex,Unknown,4271.78360690982,17794.7099390728,Cell_41659,1002081,0.0
Cortex,Glu Neu,4346.77014325206,17842.3021586827,Cell_41660,1002081,0.0
Cortex,Glu Neu,4523.94324029384,17921.3571628546,Cell_41661,1002081,2.287109375
Cortex,End,4601.05488072657,17952.3215764575,Cell_41662,1002081,0.0
Cortex,Glu Neu,4635.17870841179,17969.0716326995,Cell_41663,1002081,2.2578125
Cortex,End,4881.8500732313,18078.8998521064,Cell_41664,1002081,0.0
Cortex,Astr,4928.16657638637,18112.2432402888,Cell_41665,1002081,2.408203125
Cortex,Glu Neu,4973.88128638291,18127.7082100571,Cell_41666,1002081,2.75390625
CA1,Glu Neu,2748.40915449938,9865.86296881646,Cell_4167,1002081,0.0
Midb,Astr,-411.057487125559,15651.4611695611,Cell_41670,1002081,0.0
Midb,GABA Neu,668.452176830592,16149.8474508984,Cell_41671,1002081,0.0
Ependymal,Epe,1170.69336559837,16381.2859703915,Cell_41672,1002081,0.0
Ependymal,Epe,1229.20882023518,16404.8219336955,Cell_41673,1002081,0.0
DG,Unknown,1724.10305886075,16630.6906844673,Cell_41674,1002081,1.9853515625
DG,GN DG,1774.02095094805,16651.3837762991,Cell_41675,1002081,2.802734375
CA1,Astr,2853.33941653622,17157.3834302915,Cell_41676,1002081,0.0
FT,Olig,3567.02797832064,17489.096614802,Cell_41677,1002081,0.0
Cortex,Unknown,4670.21150184668,17986.2385597439,Cell_41678,1002081,2.14453125
Cortex,GABA Neu,5037.92575966258,18155.9802004774,Cell_41679,1002081,1.9404296875
FT,GABA Neu,4800.62814483082,10800.4528337963,Cell_4168,1002081,0.0
Cortex,Glu Neu,5066.59579284975,18170.2290319048,Cell_41680,1002081,3.125
Cortex,Glu Neu,5120.79209117263,18198.385048102,Cell_41681,1002081,2.6015625
Midb,GABA Neu,-1127.0216012901,15331.906186454,Cell_41682,1002081,0.0
Midb,GABA Neu,-921.745790153211,15421.6493831994,Cell_41683,1002081,0.0
Midb,GABA Neu,-717.795815568424,15511.8846748921,Cell_41684,1002081,0.0
Midb,Astr,-545.926064735054,15592.908058853,Cell_41685,1002081,0.0
Midb,Glu Neu,-122.197577096925,15791.6394573886,Cell_41686,1002081,0.0
Midb,Unknown,646.295352180782,16142.9863196916,Cell_41687,1002081,0.0
Midb,Olig,887.16499983275,16279.8578391542,Cell_41688,1002081,0.0
SL/R CA1,Ery,1369.41521811956,16475.7244441749,Cell_41689,1002081,0.0
DG,Glu Neu,1684.82633325675,16620.3786126178,Cell_41690,1002081,1.74609375
SL/R CA1,Olig,2427.52657488594,16963.1968605043,Cell_41691,1002081,0.0
FT,Olig,3537.98182440939,17463.6737718657,Cell_41692,1002081,0.0
Cortex,Glu Neu,4727.89321487863,18011.5924545473,Cell_41693,1002081,3.091796875
Cortex,Unknown,5312.50864020921,18284.1099851128,Cell_41694,1002081,1.8076171875
Cortex,Astr,5482.4100112536,18359.8300228653,Cell_41695,1002081,0.0
Midb,Astr,-1552.49279628277,15134.5758486153,Cell_41696,1002081,0.0
Midb,Unknown,-1231.55266250271,15283.9660441746,Cell_41697,1002081,0.0
Midb,GABA Neu,-890.63251926305,15435.3685076072,Cell_41698,1002081,0.0
Midb,Glu Neu,-840.847838432146,15458.7508846156,Cell_41699,1002081,0.0
CAA,Glu Neu,4549.60977763364,9378.35059438814,Cell_417,1002081,2.134765625
Cortex,Mic,5769.88653056351,11253.7763183929,Cell_4170,1002081,0.0
Midb,Glu Neu,-70.31130522064,15817.6358954288,Cell_41700,1002081,0.0
Midb,Ery,-18.0833866867415,15840.4885654176,Cell_41701,1002081,0.0
SL/R CA1,Astr,2121.88841056073,16816.4238639827,Cell_41702,1002081,0.0
CA1,GABA Neu,2975.82412030788,17206.9565817141,Cell_41703,1002081,0.0
Cortex,Glu Neu,3696.93485637933,17546.4743372476,Cell_41704,1002081,1.8203125
Cortex,Glu Neu,4300.07124336102,17824.1855158102,Cell_41705,1002081,1.8330078125
Cortex,Unknown,5284.33070196929,18271.1869902375,Cell_41706,1002081,1.7587890625
Midb,GABA Neu,-1088.27772071169,15352.9753990099,Cell_41708,1002081,0.0
Midb,Glu Neu,-876.071830235018,15449.1973302262,Cell_41709,1002081,0.0
Cortex,Astr,5847.68146431147,11278.453195893,Cell_4171,1002081,0.0
Midb,Glu Neu,-747.531538806776,15519.1501248776,Cell_41710,1002081,1.73828125
Midb,Unknown,-232.599303610014,15742.1070560443,Cell_41711,1002081,0.0
DG,Glu Neu,1757.46836908592,16651.4934745104,Cell_41712,1002081,0.0
DG,Glu Neu,2139.38443223901,16831.0488161342,Cell_41713,1002081,0.0
CA1,Glu Neu,2993.2793919078,17233.6645111241,Cell_41714,1002081,2.2421875
FT,Olig,3445.30179200902,17435.4707295782,Cell_41715,1002081,0.0
FT,Olig,3654.28869028943,17529.1162118352,Cell_41716,1002081,0.0
Cortex,Olig,4074.27161671757,17709.6275452989,Cell_41717,1002081,0.0
Cortex,Glu Neu,5231.34426597535,18252.3870540499,Cell_41718,1002081,2.03515625
Midb,Olig,-1316.92021882734,15247.014991048,Cell_41719,1002081,0.0
Cortex,OPC,5867.48751243634,11295.2377262014,Cell_4172,1002081,0.0
Midb,Unknown,-47.3614890443187,15834.7620723949,Cell_41721,1002081,0.0
Midb,Olig,295.58502109591,15986.5437945575,Cell_41722,1002081,0.0
Midb,Glu Neu,580.016076599332,16114.789553416,Cell_41723,1002081,0.0
Midb,Unknown,766.921374374746,16203.8087067679,Cell_41724,1002081,0.0
Midb,Unknown,836.34441800765,16232.3471197011,Cell_41725,1002081,0.0
DG,Glu Neu,1650.91094097275,16603.174073501,Cell_41726,1002081,0.0
DG,Glu Neu,1699.36978525155,16627.0485454567,Cell_41727,1002081,0.0
SL/R CA1,Glu Neu,2341.25005281165,16925.8289365753,Cell_41728,1002081,0.0
CA1,Astr,2879.35777661918,17172.6164516134,Cell_41729,1002081,0.0
Cortex,Glu Neu,5934.8262020571,11328.320967883,Cell_4173,1002081,0.0
Midb,Olig,-387.389903567542,15676.6175899846,Cell_41731,1002081,0.0
Midb,Olig,-175.600883893294,15773.7484869506,Cell_41732,1002081,0.0
DG,Glu Neu,1738.68098492201,16651.6783968665,Cell_41733,1002081,0.0
DG,GN DG,1797.19643955882,16675.2143601705,Cell_41734,1002081,2.771484375
SL/R CA1,Mic,1986.56221207046,16770.8626962829,Cell_41735,1002081,0.0
SL/R CA1,Olig,2494.80727739512,17001.2041896642,Cell_41736,1002081,0.0
CA1,Mic,3075.27750774653,17263.5695106878,Cell_41737,1002081,0.0
Cortex,GABA Neu,3997.95296781135,17688.9281774552,Cell_41738,1002081,2.380859375
Cortex,Astr,4139.82684890545,17756.1948249359,Cell_41739,1002081,0.0
Cortex,GABA Neu,7115.23106422716,11872.9799082899,Cell_4174,1002081,1.734375
Cortex,Glu Neu,5010.61603709399,18155.5570536631,Cell_41740,1002081,2.6015625
Cortex,Mic,5185.47910768918,18232.4524796781,Cell_41741,1002081,0.0
Cortex,Glu Neu,5322.46651337729,18300.7785411981,Cell_41742,1002081,2.03515625
Midb,Glu Neu,227.371839791947,15967.3614616338,Cell_41743,1002081,1.7265625
Ependymal,Epe,1254.90277069376,16430.357612849,Cell_41744,1002081,0.0
SL/R CA1,Unknown,2295.11847201268,16911.2729325567,Cell_41745,1002081,0.0
CA1,GABA Neu,3140.03974840789,17299.8717445656,Cell_41746,1002081,2.318359375
Cortex,Unknown,3726.58907946099,17563.3748417792,Cell_41747,1002081,0.0
Cortex,Glu Neu,3787.07291388678,17592.2141512916,Cell_41748,1002081,1.990234375
Cortex,Olig,4266.81563134714,17819.9353076293,Cell_41749,1002081,1.8544921875
Cortex,Glu Neu,4772.05013987674,18047.2458691763,Cell_41750,1002081,3.078125
Midb,Astr,-969.961724964327,15411.6382079292,Cell_41751,1002081,0.0
Midb,Glu Neu,-709.922296412493,15533.0980597258,Cell_41752,1002081,0.0
Midb,Astr,263.580021489309,15979.5666891275,Cell_41753,1002081,1.87109375
Midb,Glu Neu,390.760002298976,16035.6937991658,Cell_41754,1002081,1.9228515625
DG,Glu Neu,1593.39691326367,16589.4486730814,Cell_41756,1002081,1.8076171875
DG,GN DG,1778.0674087373,16678.5430505781,Cell_41757,1002081,2.8828125
SL/R CA1,Mic,2022.50397125503,16788.4464941298,Cell_41758,1002081,0.0
SL/R CA1,Astr,2220.16640973691,16877.9984925072,Cell_41759,1002081,1.875
CA1,GABA Neu,2779.40601822141,17141.0784429065,Cell_41760,1002081,1.892578125
CA1,Mic,3207.22798973902,17328.4853816436,Cell_41761,1002081,0.0
Cortex,Unknown,3829.5278816087,17617.185649359,Cell_41762,1002081,0.0
Cortex,Unknown,4539.69655461758,17937.383175703,Cell_41763,1002081,1.82421875
Cortex,Astr,4565.63969055572,17950.3813947231,Cell_41764,1002081,1.9189453125
Cortex,Unknown,5141.73277748162,18222.2908561183,Cell_41765,1002081,1.931640625
Cortex,Glu Neu,5257.66352263758,18276.5592845789,Cell_41766,1002081,1.91015625
Midb,Astr,-369.022528212004,15690.5420117876,Cell_41768,1002081,0.0
Midb,Olig,921.596000109109,16279.1463477844,Cell_41769,1002081,0.0
DG,GN DG,1632.48244049969,16607.3741175858,Cell_41770,1002081,1.845703125
DG,GN DG,1657.51661068815,16619.9554658035,Cell_41771,1002081,2.0390625
DG,Glu Neu,1707.9265977227,16641.9743941875,Cell_41772,1002081,0.0
DG,Glu Neu,1812.19123642252,16695.2931068201,Cell_41773,1002081,0.0
SL/R CA1,Mic,1908.73280425603,16731.8680392225,Cell_41774,1002081,0.0
CA1,Glu Neu,3046.49150033619,17259.1688542171,Cell_41775,1002081,1.9765625
Cortex,Glu Neu,3750.44786138699,17580.9178895477,Cell_41776,1002081,2.0078125
Cortex,Glu Neu,4369.79518357319,17861.6631379505,Cell_41777,1002081,0.0
Cortex,Astr,4409.8649007037,17882.2402555592,Cell_41778,1002081,1.7666015625
Cortex,Astr,4896.16157677977,18105.2661348588,Cell_41779,1002081,2.16796875
Cortex,Glu Neu,5198.58074890871,18249.462682421,Cell_41780,1002081,2.2578125
Midb,Olig,733.173667413612,16198.2326620348,Cell_41781,1002081,0.0
Midb,Astr,1108.8774186086,16379.3395126452,Cell_41782,1002081,1.8330078125
SL/R CA1,End,2561.67110910187,17040.1204845738,Cell_41783,1002081,0.0
FT,Olig,3304.56254909905,17375.3253598053,Cell_41784,1002081,0.0
Cortex,GABA Neu,4694.17998198396,18020.3341893745,Cell_41785,1002081,2.00390625
Cortex,Mic,4814.50510759866,18072.2173672437,Cell_41786,1002081,0.0
Midb,Astr,-1586.84857241431,15137.5221422869,Cell_41787,1002081,0.0
Midb,Glu Neu,-1345.48055380322,15249.3187414828,Cell_41788,1002081,0.0
Midb,Astr,-288.503835220959,15729.6698801044,Cell_41789,1002081,0.0
Midb,Olig,332.811866754233,16015.7184747156,Cell_41791,1002081,0.0
Midb,Unknown,423.517243353742,16065.0189276136,Cell_41792,1002081,0.0
DG,Ery,1435.91702812952,16523.8259957653,Cell_41793,1002081,1.7744140625
Cortex,Astr,5427.90654033958,18349.1355542799,Cell_41794,1002081,0.0
DG,Glu Neu,1758.97912799413,16669.7887637271,Cell_41797,1002081,1.7626953125
Cortex,Glu Neu,4469.51499352464,17912.897496571,Cell_41798,1002081,1.8583984375
Midb,GABA Neu,-901.905267961874,15452.7516930682,Cell_41799,1002081,0.0
Ependymal,Epe,4774.2402920265,9471.46950763136,Cell_418,1002081,0.0
Midb,Astr,12.9311470134899,15871.2147545623,Cell_41801,1002081,0.0
Midb,Olig,1009.57447945959,16327.1961882751,Cell_41802,1002081,0.0
DG,Glu Neu,1852.33617769784,16718.1050267305,Cell_41803,1002081,1.783203125
SL/R CA1,Astr,2517.62388231504,17021.0196518069,Cell_41804,1002081,0.0
SL/R CA1,End,2580.90983813467,17053.3443760284,Cell_41805,1002081,0.0
CA1,GABA Neu,3159.50414987515,17319.8000429255,Cell_41806,1002081,2.095703125
CA1,GABA Neu,3404.77445399773,17427.8855549778,Cell_41808,1002081,2.125
Cortex,GABA Neu,4018.55200746273,17715.9777535229,Cell_41809,1002081,0.0
Cortex,Glu Neu,4431.56410447274,17902.0933297743,Cell_41810,1002081,3.453125
Cortex,GABA Neu,4724.7431708153,18037.6515647086,Cell_41811,1002081,1.8798828125
Midb,GABA Neu,-1180.73208067761,15331.4767636278,Cell_41812,1002081,0.0
Midb,Glu Neu,-863.427809896263,15479.1994759774,Cell_41813,1002081,0.0
Midb,Glu Neu,-778.552348518885,15514.8246925518,Cell_41814,1002081,0.0
Midb,Glu Neu,-698.108879672658,15551.7177585668,Cell_41815,1002081,0.0
Midb,Astr,-643.950193422186,15578.7563736131,Cell_41816,1002081,0.0
Midb,Unknown,-413.489763807194,15685.5505231798,Cell_41817,1002081,0.0
Midb,Glu Neu,669.580539002839,16183.3694854251,Cell_41818,1002081,0.0
CA1,Unknown,3180.97768120973,17332.9487102352,Cell_41819,1002081,1.82421875
Cortex,Glu Neu,3606.79052286001,17527.1352800224,Cell_41820,1002081,1.931640625
Cortex,Astr,4378.5776684788,17883.2933935866,Cell_41821,1002081,0.0
Midb,Unknown,-1216.10652077012,15317.4536046348,Cell_41822,1002081,0.0
Midb,Astr,-1118.01344395005,15360.2408489954,Cell_41823,1002081,0.0
Midb,Olig,-564.986147423635,15624.8723083813,Cell_41824,1002081,0.0
Midb,Glu Neu,609.93044618191,16152.7122444133,Cell_41825,1002081,0.0
DG,GN DG,1718.37656583802,16659.9687868249,Cell_41827,1002081,2.267578125
SL/R CA1,Astr,2378.39539831328,16979.1695712506,Cell_41828,1002081,1.9365234375
CA1,Unknown,3026.03663296257,17262.989639572,Cell_41829,1002081,1.9453125
Cortex,Glu Neu,4846.35338290375,18101.1256248891,Cell_41830,1002081,1.8330078125
Midb,End,812.288161701797,16248.8182014065,Cell_41832,1002081,0.0
Midb,Unknown,1031.15770900546,16356.8974374469,Cell_41834,1002081,0.0
DG,Glu Neu,1607.63319266732,16613.5801535321,Cell_41835,1002081,1.74609375
DG,Glu Neu,1681.75151333823,16648.6725250809,Cell_41836,1002081,0.0
