region,annotation,x,y,cell_name,SampleSize,KCNQ3_GSS
Cortex,Mic,6965.43000988418,13125.5599033872,Cell_10356,1002081,0.0
Cortex,Glu Neu,7538.07843217936,13388.1885089176,Cell_10357,1002081,1.888671875
SL/R CA1,Astr,3451.10199912828,11519.3159515491,Cell_10358,1002081,0.0
SL/R CA1,Glu Neu,4791.18393666186,12128.4049439765,Cell_10359,1002081,1.74609375
Meni,Meninge,3145.7434253236,9081.05568213483,Cell_1036,1002081,0.0
CA1,Glu Neu,5753.85388971238,12572.1059260508,Cell_10360,1002081,1.8671875
DG,GN DG,1997.93218791094,10847.3609681115,Cell_10361,1002081,1.82421875
SL/R CA1,Mic,3730.61210515925,11634.3033448866,Cell_10362,1002081,0.0
CA1,Glu Neu,5258.46755613957,12344.9113387269,Cell_10363,1002081,0.0
CA1,GABA Neu,6024.23358816825,12695.0075886226,Cell_10365,1002081,1.73046875
Cortex,Glu Neu,6405.92397888688,12867.8585233411,Cell_10366,1002081,1.7705078125
DG,Astr,1758.1156782864,10741.7766808738,Cell_10367,1002081,0.0
DG,Mic,2055.61390094288,10872.7148629149,Cell_10368,1002081,0.0
SL/R CA1,End,3525.63719060162,11553.4993573483,Cell_10369,1002081,0.0
CAA,GABA Neu,4479.50021468186,9688.34398009614,Cell_1037,1002081,0.0
SL/R CA1,Astr,3610.512651979,11589.1245739227,Cell_10370,1002081,0.0
SL/R CA1,Astr,3747.57528181193,11659.6854377445,Cell_10371,1002081,0.0
CA1,GABA Neu,5391.51820224971,12402.6307078301,Cell_10372,1002081,0.0
CA1,DA Neu,5436.35842056305,12431.9965863562,Cell_10373,1002081,0.0
Cortex,GABA Neu,6257.49613917708,12805.2871528984,Cell_10374,1002081,0.0
DG,Glu Neu,2449.79786371064,11071.098338781,Cell_10375,1002081,0.0
DG,Glu Neu,2511.98993142449,11084.2188080361,Cell_10376,1002081,0.0
SL/R CA1,End,2550.88426029253,11109.7576251956,Cell_10377,1002081,0.0
SL/R CA1,Astr,3148.98372357861,11384.058613194,Cell_10378,1002081,0.0
SL/R CA1,Astr,3232.26692589108,11425.554495069,Cell_10379,1002081,1.75
CAA,Glu Neu,4762.56782156077,9815.96443275106,Cell_1038,1002081,2.01171875
SL/R CA1,Astr,4758.3451954504,12123.2457700458,Cell_10380,1002081,0.0
Cortex,Mic,6375.51123834518,12855.0107526106,Cell_10381,1002081,0.0
Cortex,Glu Neu,6459.85385469697,12901.3931098915,Cell_10382,1002081,2.1484375
DG,Glu Neu,2026.48624687494,10871.4579744957,Cell_10383,1002081,0.0
SL/R CA1,Astr,2573.45795574477,11115.7097906528,Cell_10384,1002081,0.0
SL/R CA1,End,2600.61095401185,11138.0640896824,Cell_10385,1002081,0.0
SL/R CA1,Astr,2687.3795710334,11176.7578501635,Cell_10386,1002081,0.0
SL/R CA1,End,4022.38383479301,11794.5196292853,Cell_10387,1002081,0.0
CA1,Mic,5663.10776303452,12534.8884504114,Cell_10388,1002081,0.0
CA1,Glu Neu,5855.46685530798,12626.4088285779,Cell_10389,1002081,1.892578125
CAA,Glu Neu,3954.30607173182,9452.97966204651,Cell_1039,1002081,0.0
Cortex,Glu Neu,6558.09737980667,12948.6499588557,Cell_10390,1002081,2.212890625
Cortex,Unknown,6911.87625479818,13103.1993283456,Cell_10391,1002081,0.0
DG,Astr,1712.81783909229,10725.4027453559,Cell_10392,1002081,0.0
DG,Glu Neu,2748.96356957684,11198.4006578234,Cell_10393,1002081,0.0
DG,Mic,2804.82735110944,11222.9208110219,Cell_10394,1002081,0.0
SL/R CA1,Astr,3889.43192587279,11719.7931954451,Cell_10395,1002081,0.0
CA1,GABA Neu,5538.23780867145,12480.9209185301,Cell_10396,1002081,0.0
Cortex,Glu Neu,6413.94794633245,12893.5415127783,Cell_10397,1002081,2.26171875
DG,Astr,1803.6564269482,10772.0139130772,Cell_10398,1002081,0.0
DG,Glu Neu,2399.92072170168,11038.3222696906,Cell_10399,1002081,0.0
Cortex,Astr,5397.66845807072,10112.7356940023,Cell_1040,1002081,0.0
SL/R CA1,Astr,2723.73820102039,11193.4326822607,Cell_10400,1002081,0.0
SL/R CA1,Astr,3484.54253349827,11542.353543894,Cell_10401,1002081,0.0
Cortex,Glu Neu,6621.30811148148,12978.7398807754,Cell_10402,1002081,2.138671875
Cortex,GABA Neu,6851.69331695166,13083.2992280403,Cell_10403,1002081,1.7998046875
Cortex,Unknown,7130.67057795703,13209.0437620843,Cell_10404,1002081,0.0
Ependymal,Epe,7583.59566779604,13437.6676081597,Cell_10405,1002081,0.0
DG,Astr,1840.14826819159,10785.9994599977,Cell_10407,1002081,0.0
DG,Glu Neu,1976.49313064282,10848.5300803621,Cell_10408,1002081,0.0
SL/R CA1,Astr,2522.43989953981,11102.2132006735,Cell_10409,1002081,1.73828125
SL/R CA1,Astr,4996.00212691797,12231.1400837302,Cell_10410,1002081,1.7744140625
Cortex,Glu Neu,7302.49957871206,13302.1501233038,Cell_10411,1002081,1.787109375
DG,Glu Neu,1955.01959930824,10835.3814130524,Cell_10413,1002081,0.0
SL/R CA1,Unknown,4350.52047042564,11945.0099889622,Cell_10414,1002081,0.0
CA1,Glu Neu,5591.60036538947,12510.8948662266,Cell_10415,1002081,1.8623046875
Cortex,Glu Neu,6385.54433565808,12873.9141109977,Cell_10416,1002081,1.7666015625
Cortex,GABA Neu,6486.81565459607,12931.3607815762,Cell_10417,1002081,1.74609375
Cortex,Astr,6309.01945833702,10534.0008768903,Cell_1042,1002081,0.0
CA1,Astr,5507.06655066971,12472.1258816007,Cell_10421,1002081,0.0
FT,Olig,5877.65815402426,12647.5877393451,Cell_10422,1002081,1.7548828125
Cortex,Glu Neu,6682.73538572342,13022.3138406506,Cell_10423,1002081,2.359375
Cortex,Glu Neu,7183.76671216226,13244.3962801341,Cell_10424,1002081,1.9853515625
Cortex,Ery,7462.96964560208,13376.8452210834,Cell_10425,1002081,1.72265625
Cortex,Astr,6986.19894184481,10844.5696247,Cell_1043,1002081,0.0
SL/R CA1,Astr,3623.83996563298,11612.839183571,Cell_10430,1002081,0.0
CA1,Glu Neu,5453.58801972852,12452.000108861,Cell_10432,1002081,0.0
FT,Astr,6157.4691566345,12771.5143418897,Cell_10433,1002081,0.0
Cortex,Unknown,6355.77413835325,12866.8617814228,Cell_10434,1002081,1.896484375
Cortex,Glu Neu,7027.72549979744,13181.6337113234,Cell_10435,1002081,2.109375
Cortex,Glu Neu,7155.66399806715,13233.7080875606,Cell_10436,1002081,1.8671875
CAA,Mic,3313.14357155341,9162.22951438537,Cell_1044,1002081,0.0
SL/R CA1,Astr,3395.27269166215,11509.1135779109,Cell_10442,1002081,0.0
CA1,GABA Neu,5191.95633211179,12336.4109223649,Cell_10443,1002081,0.0
CA1,Glu Neu,5926.32543370428,12671.0077284259,Cell_10444,1002081,1.845703125
CA1,Glu Neu,6034.22593540279,12725.9939242682,Cell_10445,1002081,0.0
Cortex,Ery,7664.76004202991,13469.3905392227,Cell_10446,1002081,0.0
DG,Glu Neu,2490.66057236766,11101.9405021489,Cell_10449,1002081,0.0
CAA,Glu Neu,3600.7560071807,9291.93432105243,Cell_1045,1002081,1.9716796875
SL/R CA1,GABA Neu,2641.89053347131,11167.9972873006,Cell_10450,1002081,0.0
DG,Glu Neu,2812.35922360776,11247.277963907,Cell_10451,1002081,0.0
SL/R CA1,Astr,3587.48133564598,11596.1643514738,Cell_10453,1002081,0.0
SL/R CA1,Glu Neu,5005.27043075895,12280.4969327373,Cell_10455,1002081,0.0
CA1,Glu Neu,5808.65198119379,12618.1403606622,Cell_10456,1002081,1.87109375
Cortex,Glu Neu,6767.80204546877,13050.32568457,Cell_10457,1002081,1.888671875
Cortex,Olig,6879.78975503489,13120.3881774327,Cell_10458,1002081,0.0
Cortex,Glu Neu,7492.16624780296,13406.7376686233,Cell_10459,1002081,1.8837890625
CAA,Glu Neu,4773.43466047852,9833.04985963878,Cell_1046,1002081,1.7998046875
DG,Glu Neu,2001.20289120691,10871.4140864114,Cell_10465,1002081,0.0
DG,GN DG,2050.94995996541,10893.679062269,Cell_10466,1002081,2.072265625
DG,GN DG,2765.39390120393,11234.5398913878,Cell_10467,1002081,1.75
SL/R CA1,Astr,3844.03534948875,11720.4263246642,Cell_10468,1002081,0.0
SL/R CA1,Astr,4664.68097315554,12092.3910546542,Cell_10469,1002081,1.791015625
SL/R CA1,Astr,5093.5216086341,12296.7674460558,Cell_10470,1002081,1.82421875
CA1,Glu Neu,5345.15467300441,12407.7710537251,Cell_10471,1002081,1.81640625
Cortex,Astr,6579.45493691809,12971.6468011222,Cell_10473,1002081,0.0
Cortex,Glu Neu,7261.89701655595,13292.3301464016,Cell_10475,1002081,2.365234375
CA1,Glu Neu,5270.01141236067,12382.1099863306,Cell_10476,1002081,0.0
Cortex,Unknown,6175.37891110926,12798.430706701,Cell_10478,1002081,0.0
Cortex,Glu Neu,7076.69367605672,13213.9929096113,Cell_10479,1002081,2.03125
Cortex,Astr,6670.02930924758,10703.9681900582,Cell_1048,1002081,0.0
Cortex,Glu Neu,7112.75140946445,13221.7285325014,Cell_10480,1002081,2.017578125
DG,Astr,1936.19146506598,10847.649312667,Cell_10481,1002081,0.0
DG,GN DG,1953.12016765219,10858.7136259646,Cell_10482,1002081,2.0859375
SL/R CA1,Astr,4608.20912245253,12076.3932398604,Cell_10483,1002081,1.73828125
CA1,Glu Neu,5239.44822352933,12364.7926109966,Cell_10484,1002081,2.078125
CA1,DA Neu,5904.5854798569,12663.2376314694,Cell_10485,1002081,0.0
Cortex,Glu Neu,7051.85070423624,13193.7981887386,Cell_10486,1002081,1.94921875
Meni,Meninge,1632.48093045141,10718.2626396125,Cell_10488,1002081,0.0
DG,Astr,2058.6354187593,10909.3054413482,Cell_10489,1002081,1.734375
Cortex,Astr,6852.92262330021,10780.1458486915,Cell_1049,1002081,0.0
SL/R CA1,Astr,3307.55435881259,11482.0859238859,Cell_10490,1002081,0.0
CA1,Glu Neu,5301.06669613924,12400.7531982168,Cell_10491,1002081,0.0
CA1,Glu Neu,5829.6678916476,12644.2809709802,Cell_10492,1002081,1.7666015625
Cortex,Glu Neu,6273.73527243619,12849.0397591178,Cell_10493,1002081,2.03515625
DG,Astr,1734.13464612536,10760.482564881,Cell_10495,1002081,0.0
CA3,Ery,2216.79545920273,10981.8409609709,Cell_10496,1002081,0.0
SL/R CA1,Astr,2986.27257837492,11335.8394963781,Cell_10497,1002081,0.0
CA1,GABA Neu,5556.90294260032,12516.9849279497,Cell_10498,1002081,0.0
CA1,Unknown,5708.70022279602,12586.6023519554,Cell_10499,1002081,0.0
CAA,Mic,3342.03927717503,9183.18275271811,Cell_1050,1002081,0.0
Cortex,Glu Neu,7219.62697119013,13286.1460324981,Cell_10500,1002081,1.9013671875
DG,Glu Neu,1983.83380477316,10880.5006059023,Cell_10501,1002081,0.0
DG,End,2124.49782353832,10938.4111733734,Cell_10502,1002081,0.0
SL/R CA1,Mic,3063.76033953174,11377.9779214899,Cell_10503,1002081,0.0
SL/R CA1,End,4515.43662887411,12038.796505491,Cell_10505,1002081,0.0
SL/R CA1,Glu Neu,4890.13895314138,12210.092793217,Cell_10506,1002081,0.0
CA1,Glu Neu,5941.96277380485,12696.8819162311,Cell_10507,1002081,1.734375
Cortex,Astr,6211.35828236623,12817.1319056987,Cell_10508,1002081,0.0
Cortex,Glu Neu,6603.38894298891,12991.4246511925,Cell_10509,1002081,2.154296875
CAA,Glu Neu,4228.663279844,9574.40503977657,Cell_1051,1002081,0.0
Cortex,Astr,6632.05897617607,13005.6734826199,Cell_10510,1002081,0.0
Cortex,Glu Neu,6927.20642230761,13146.5350637626,Cell_10511,1002081,2.01171875
DG,Astr,2076.13144043757,10923.9303934997,Cell_10515,1002081,1.8037109375
CA3,Astr,2263.30316072578,11007.5709764983,Cell_10516,1002081,0.0
SL/R CA1,GABA Neu,2346.92800969587,11045.9230903218,Cell_10517,1002081,0.0
SL/R CA1,GABA Neu,2521.82555435753,11137.1362958971,Cell_10518,1002081,1.931640625
SL/R CA1,Glu Neu,4641.49920853289,12094.9612276017,Cell_10519,1002081,0.0
CAA,Glu Neu,4405.67965258428,9675.39119616385,Cell_1052,1002081,1.9853515625
SL/R CA1,Glu Neu,4773.97939754504,12162.3203362605,Cell_10520,1002081,1.7421875
CA1,End,5386.01738166144,12438.613217093,Cell_10521,1002081,1.779296875
CA1,Unknown,5691.35464940738,12576.4470044074,Cell_10522,1002081,0.0
Cortex,Glu Neu,6368.41815869201,12896.863927174,Cell_10524,1002081,0.0
Cortex,Glu Neu,6774.99227130948,13077.8266055066,Cell_10525,1002081,2.865234375
Cortex,End,7522.80466077911,13426.2898462591,Cell_10526,1002081,0.0
Cortex,Ery,7693.53977342836,13500.1919525122,Cell_10527,1002081,0.0
Meni,Meninge,1313.7724609672,10581.9975983178,Cell_10529,1002081,0.0
DG,Glu Neu,2006.21630185742,10894.0661440144,Cell_10530,1002081,0.0
DG,Glu Neu,2828.56388280039,11276.7127905661,Cell_10533,1002081,0.0
SL/R CA1,Astr,4208.03224414926,11912.6664367051,Cell_10534,1002081,0.0
Cortex,Mic,6427.76735493367,12918.5819589787,Cell_10535,1002081,0.0
Cortex,Unknown,6542.10584102473,12978.7210527398,Cell_10536,1002081,0.0
Cortex,GABA Neu,5547.4566083991,10189.1327490581,Cell_1054,1002081,0.0
DG,End,1794.31130796001,10806.7834220052,Cell_10542,1002081,0.0
SL/R CA1,Astr,3531.53605395669,11595.8101527924,Cell_10543,1002081,0.0
SL/R CA1,Glu Neu,4075.17279640709,11847.3336949469,Cell_10544,1002081,0.0
SL/R CA1,Glu Neu,4666.41112848632,12143.7915075951,Cell_10545,1002081,1.7548828125
CA1,Astr,5493.76743507032,12489.1298083318,Cell_10546,1002081,1.73828125
CA1,Glu Neu,6012.93732642431,12731.6326411224,Cell_10547,1002081,0.0
DG,Glu Neu,1963.98700656994,10875.7990528524,Cell_10549,1002081,0.0
Cortex,Glu Neu,6064.24124916168,10427.24120139,Cell_1055,1002081,1.9228515625
SL/R CA1,SM,3396.93389885999,11531.8784717311,Cell_10550,1002081,0.0
SL/R CA1,Mic,3584.33129158265,11622.2234616351,Cell_10551,1002081,0.0
SL/R CA1,Unknown,3618.45511926787,11638.9735178771,Cell_10552,1002081,0.0
SL/R CA1,Astr,3909.39938330865,11774.6069769562,Cell_10553,1002081,0.0
SL/R CA1,GABA Neu,3942.46379695456,11786.4705577922,Cell_10554,1002081,0.0
DG,Glu Neu,2668.86957040364,11205.1238487655,Cell_10556,1002081,0.0
SL/R CA1,Astr,4544.57524396341,12073.6130405092,Cell_10557,1002081,0.0
Ependymal,Epe,5785.99678558486,12636.3541497222,Cell_10558,1002081,0.0
Cortex,Unknown,6234.04167602976,12839.636653018,Cell_10559,1002081,0.0
Cortex,Astr,6086.77419453557,10445.2763441058,Cell_1056,1002081,0.0
DG,Astr,2104.11818030951,10944.46676103,Cell_10560,1002081,1.7421875
DG,Ery,2154.29935690367,10972.9816609181,Cell_10561,1002081,0.0
SL/R CA1,Astr,4234.88434583707,11926.0815265277,Cell_10562,1002081,0.0
SL/R CA1,GABA Neu,4432.61573245189,12044.2690840258,Cell_10563,1002081,0.0
CA1,GABA Neu,5153.77349461357,12345.3031054818,Cell_10564,1002081,0.0
CA1,GABA Neu,5527.77528853237,12515.7280395305,Cell_10565,1002081,0.0
SL/R CA1,Astr,2922.60422581934,11318.7415174666,Cell_10567,1002081,0.0
SL/R CA1,Astr,3371.44210779075,11532.2890665217,Cell_10568,1002081,0.0
CA1,Glu Neu,5216.22570882834,12379.4457612027,Cell_10569,1002081,1.7421875
CAA,Unknown,3878.83840146369,9437.62125248362,Cell_1057,1002081,0.0
Ependymal,Epe,4156.90135172707,11895.8176432732,Cell_10570,1002081,0.0
SL/R CA1,OPC,4858.66052254849,12218.7593038994,Cell_10571,1002081,1.7998046875
CA1,Glu Neu,5896.20731372997,12693.4999237215,Cell_10572,1002081,1.875
CA1,Glu Neu,5986.76224203984,12738.3307720159,Cell_10573,1002081,0.0
Cortex,Glu Neu,6511.97676002906,12967.6536014362,Cell_10574,1002081,1.9853515625
SL/R CA1,Astr,2867.45821166843,11302.2516077256,Cell_10577,1002081,1.8115234375
SL/R CA1,SM,3831.56369948234,11762.0130767148,Cell_10578,1002081,0.0
CA1,Glu Neu,5334.8081270885,12432.7299997688,Cell_10579,1002081,1.82421875
CAA,Glu Neu,4710.22392880371,9802.95993771906,Cell_1058,1002081,1.8037109375
CA1,Glu Neu,5671.00948024504,12596.8203716244,Cell_10580,1002081,0.0
CA1,Glu Neu,5731.53406474918,12613.5767038782,Cell_10581,1002081,1.783203125
Cortex,Unknown,6463.4019415271,12953.6273044373,Cell_10582,1002081,1.75
Cortex,Glu Neu,6491.73032805665,12971.0199039162,Cell_10583,1002081,2.12890625
Cortex,Glu Neu,7111.34407275566,13246.3865819658,Cell_10585,1002081,2.017578125
SL/R CA1,Astr,4257.34206706615,11941.8818669416,Cell_10589,1002081,1.7548828125
CAA,Glu Neu,4842.51605745381,9864.7320406234,Cell_1059,1002081,0.0
SL/R CA1,Astr,4399.21594816025,12009.1485144223,Cell_10590,1002081,0.0
SL/R CA1,GABA Neu,4632.25282673463,12112.7236717928,Cell_10591,1002081,0.0
FT,Astr,5582.99338882215,12547.6531299828,Cell_10592,1002081,0.0
FT,Olig,5611.5505857921,12558.5497579576,Cell_10593,1002081,0.0
Cortex,Glu Neu,7284.04756519388,13325.5920344273,Cell_10594,1002081,1.779296875
Cortex,Glu Neu,7456.4094109745,13407.9412549403,Cell_10595,1002081,1.9541015625
DG,Glu Neu,2570.4520839592,11172.6392622366,Cell_10597,1002081,1.72265625
SL/R CA1,Astr,2936.42363442056,11343.781963667,Cell_10598,1002081,1.8076171875
SL/R CA1,Astr,3555.01243914673,11628.5799458709,Cell_10599,1002081,0.0
CAA,Astr,4672.07574136738,9188.0821321387,Cell_106,1002081,0.0
Cortex,Astr,5420.16065336627,10142.8538139766,Cell_1060,1002081,0.0
SL/R CA1,Astr,3645.26647087734,11664.4715849582,Cell_10600,1002081,0.0
CA1,Astr,5644.0069302676,12578.9356771983,Cell_10601,1002081,0.0
CA1,Astr,6055.27631992307,12766.4523141466,Cell_10602,1002081,0.0
Cortex,Glu Neu,6429.50378627633,12943.5816551007,Cell_10603,1002081,2.044921875
Cortex,Unknown,7054.6465496182,13223.6843602666,Cell_10604,1002081,0.0
Cortex,Glu Neu,7407.05883797926,13390.8088019624,Cell_10606,1002081,1.94921875
DG,Glu Neu,1942.43197507867,10886.8163400597,Cell_10607,1002081,0.0
DG,GABA Neu,2086.95752927697,10953.098797646,Cell_10608,1002081,0.0
SL/R CA1,GABA Neu,2988.12184593481,11364.1913959528,Cell_10609,1002081,0.0
Cortex,Astr,5593.50668904137,10227.8547075938,Cell_1061,1002081,0.0
SL/R CA1,GABA Neu,5117.52456283786,12345.1808552468,Cell_10610,1002081,0.0
CA1,Glu Neu,5315.45342383253,12429.354283271,Cell_10611,1002081,2.14453125
CA1,Mic,5964.37974495558,12724.7652339037,Cell_10612,1002081,0.0
SL/R CA1,GABA Neu,2333.13679914923,11061.6011805008,Cell_10614,1002081,0.0
CA1,Glu Neu,5235.72458436206,12413.6918391229,Cell_10615,1002081,1.75
CA1,Glu Neu,5350.71188970187,12453.2256172207,Cell_10616,1002081,1.8798828125
CA1,Glu Neu,5706.04227367994,12613.9872986688,Cell_10617,1002081,0.0
CA1,Astr,6022.70400122441,12755.9145698627,Cell_10618,1002081,0.0
Cortex,Glu Neu,6658.37195682642,13056.2464699678,Cell_10619,1002081,1.9580078125
CAA,Glu Neu,4202.0713246571,9582.0121364197,Cell_1062,1002081,0.0
Cortex,Glu Neu,6790.62961141005,13103.7007933118,Cell_10620,1002081,0.0
DG,GN DG,2023.32992679973,10923.9178414759,Cell_10623,1002081,2.1015625
CA3,GABA Neu,2224.2865816227,11018.2810911146,Cell_10624,1002081,0.0
SL/R CA1,Astr,3397.37896771701,11571.6880423607,Cell_10625,1002081,0.0
SL/R CA1,Astr,3696.12780278079,11699.8993271528,Cell_10626,1002081,0.0
CA1,Glu Neu,5377.33831895524,12459.936300138,Cell_10627,1002081,1.8115234375
Cortex,Ery,6959.01394753436,13187.5262986666,Cell_10629,1002081,1.73046875
CAA,Glu Neu,4355.38563977289,9643.52409282313,Cell_1063,1002081,1.794921875
CA3,Glu Neu,2191.07171968716,11001.947905675,Cell_10632,1002081,0.0
DG,Glu Neu,2483.98436351692,11142.8847109626,Cell_10633,1002081,0.0
SL/R CA1,Astr,3449.72286047408,11584.6925373927,Cell_10634,1002081,0.0
SL/R CA1,GABA Neu,4087.66636845621,11872.8662360945,Cell_10635,1002081,0.0
CA1,Glu Neu,5397.56123788254,12475.8118646967,Cell_10636,1002081,1.8037109375
CA1,GABA Neu,5504.40232554175,12525.9115851331,Cell_10637,1002081,0.0
CA1,Glu Neu,5821.06405308622,12667.838856327,Cell_10638,1002081,2.302734375
Cortex,GABA Neu,6846.37741871949,13138.0691214671,Cell_10639,1002081,0.0
CAA,GN DG,4734.65002982177,9824.06362434144,Cell_1064,1002081,1.9140625
DG,Glu Neu,2113.5808205244,10973.0098589727,Cell_10640,1002081,0.0
SL/R CA1,Astr,4287.59808330634,11976.6607898875,Cell_10641,1002081,0.0
SL/R CA1,Glu Neu,4946.63900189898,12266.8091443901,Cell_10642,1002081,0.0
Cortex,Glu Neu,6752.71319642463,13107.2144060755,Cell_10643,1002081,2.47265625
Cortex,Glu Neu,7375.12906251748,13386.0664988342,Cell_10644,1002081,1.8203125
CA3,End,2397.17499641703,11116.27392774,Cell_10646,1002081,0.0
CA3,GABA Neu,2423.50052909113,11114.0454014501,Cell_10647,1002081,0.0
SL/R CA1,Astr,3108.93592849081,11430.6007887835,Cell_10648,1002081,0.0
CA1,Glu Neu,5267.23748902142,12419.3431080008,Cell_10649,1002081,1.94921875
CAA,GABA Neu,4917.84424045367,9909.18049218182,Cell_1065,1002081,0.0
CA1,Glu Neu,5291.58836589466,12438.2119923214,Cell_10650,1002081,0.0
Cortex,Glu Neu,6589.85787894319,13028.1249278371,Cell_10651,1002081,0.0
Cortex,Ery,6876.94060755082,13155.3864968012,Cell_10652,1002081,0.0
Cortex,Glu Neu,7311.0845892378,13357.7945084138,Cell_10653,1002081,2.833984375
SL/R CA1,Astr,2616.57738874629,11213.596023074,Cell_10654,1002081,1.734375
SL/R CA1,Unknown,2906.38701460294,11342.1082044454,Cell_10655,1002081,0.0
SL/R CA1,Astr,3729.83475966357,11717.5583491445,Cell_10657,1002081,0.0
Ependymal,Epe,5793.75433051763,12667.4157095127,Cell_10658,1002081,0.0
Cortex,Glu Neu,6312.69854943717,12903.214135398,Cell_10659,1002081,0.0
CAA,Glu Neu,3571.17387023792,9290.46899723205,Cell_1066,1002081,1.9853515625
Cortex,Unknown,6339.70109941462,12921.0988298241,Cell_10660,1002081,1.875
Cortex,GABA Neu,7052.74711796216,13247.0165731789,Cell_10661,1002081,1.791015625
Cortex,Astr,7287.45147974626,13346.9558675506,Cell_10662,1002081,0.0
DG,Astr,1633.30212003251,10769.246221751,Cell_10663,1002081,0.0
DG,Glu Neu,1987.272193392,10916.1822185859,Cell_10664,1002081,0.0
SL/R CA1,Astr,2354.9864512079,11085.9238593194,Cell_10665,1002081,0.0
SL/R CA1,Astr,2769.28363469167,11283.6303178821,Cell_10666,1002081,0.0
SL/R CA1,Astr,4011.76459035242,11851.2579025011,Cell_10667,1002081,0.0
SL/R CA1,Astr,4172.08420895281,11921.4833956772,Cell_10668,1002081,0.0
SL/R CA1,Mic,4818.43408111647,12220.1133385061,Cell_10669,1002081,0.0
CAA,Glu Neu,4239.33892039377,9599.1038393193,Cell_1067,1002081,0.0
CA1,GABA Neu,5522.73208882488,12538.7186057852,Cell_10671,1002081,0.0
CA1,Astr,6062.61699405341,12798.4228396867,Cell_10672,1002081,0.0
Cortex,Glu Neu,6389.27734484431,12944.9356897074,Cell_10673,1002081,2.267578125
Cortex,Mic,7082.28850482659,13260.5648742579,Cell_10675,1002081,0.0
Cortex,Glu Neu,7209.35564941903,13313.3397808435,Cell_10676,1002081,2.34375
DG,End,2057.48822855142,10954.9856772783,Cell_10677,1002081,0.0
SL/R CA1,GABA Neu,2687.55194136575,11248.3467479653,Cell_10678,1002081,0.0
CA1,SM,5615.18017277892,12586.6179979862,Cell_10679,1002081,0.0
CAA,Glu Neu,4676.89309264501,9796.4749272363,Cell_1068,1002081,0.0
CA1,Glu Neu,5837.95200559408,12690.9861468832,Cell_10680,1002081,0.0
FT,Olig,6097.08246839624,12812.0291278773,Cell_10681,1002081,0.0
Cortex,Glu Neu,7164.28348265937,13303.6702522309,Cell_10682,1002081,2.19140625
CA1,Unknown,5416.11667360012,12495.3232922542,Cell_10684,1002081,1.91015625
FT,Astr,5581.28201752815,12576.5723486496,Cell_10685,1002081,0.0
Cortex,Glu Neu,6908.74813277757,13196.3777317051,Cell_10686,1002081,2.271484375
Cortex,Glu Neu,7432.84524961589,13425.7381731979,Cell_10687,1002081,2.017578125
Cortex,Ery,7493.4043081865,13456.8122850121,Cell_10688,1002081,0.0
Cortex,Glu Neu,6442.90632407513,12969.5310670507,Cell_10689,1002081,2.27734375
